"id","sensor","time","data","session","sensor_data","sessionsecond","hedeflenen"
"2006935","pressure","23/5/2024 12:36:01","16.96","3568","1040","353",
"2006936","co2","23/5/2024 12:36:01","0","3568","0","353",
"2006937","o","23/5/2024 12:36:02","22.2","3568","7265","354",
"2006938","temp","23/5/2024 12:36:02","25.31","3568","16588","354",
"2006939","pressure","23/5/2024 12:36:02","17.09","3568","1048","354",
"2006940","co2","23/5/2024 12:36:02","0","3568","0","354",
"2006941","o","23/5/2024 12:36:03","22.2","3568","7265","355",
"2006942","temp","23/5/2024 12:36:03","25.31","3568","16588","355",
"2006943","pressure","23/5/2024 12:36:03","16.96","3568","1040","355",
"2006944","co2","23/5/2024 12:36:03","0","3568","0","355",
"2006945","o","23/5/2024 12:36:04","22.2","3568","7265","356",
"2006946","temp","23/5/2024 12:36:04","25.34","3568","16604","356",
"2006947","pressure","23/5/2024 12:36:04","17.09","3568","1048","356",
"2006948","co2","23/5/2024 12:36:04","0","3568","0","356",
"2006949","o","23/5/2024 12:36:05","22.2","3568","7281","357",
"2006950","temp","23/5/2024 12:36:05","25.34","3568","16604","357",
"2006951","pressure","23/5/2024 12:36:05","17.22","3568","1056","357",
"2006952","co2","23/5/2024 12:36:05","0","3568","0","357",
"2006953","o","23/5/2024 12:36:06","22.2","3568","7281","358",
"2006954","temp","23/5/2024 12:36:06","25.34","3568","16604","358",
"2006955","pressure","23/5/2024 12:36:06","17.61","3568","1080","358",
"2006956","co2","23/5/2024 12:36:06","0","3568","0","358",
"2006957","o","23/5/2024 12:36:07","22.2","3568","7281","359",
"2006958","temp","23/5/2024 12:36:07","25.25","3568","16548","359",
"2006959","pressure","23/5/2024 12:36:07","17.22","3568","1056","359",
"2006960","co2","23/5/2024 12:36:07","0","3568","0","359",
"2006961","o","23/5/2024 12:36:08","22.2","3568","7273","360",
"2006962","temp","23/5/2024 12:36:08","25.29","3568","16572","360",
"2006963","pressure","23/5/2024 12:36:08","17.22","3568","1056","360",
"2006964","co2","23/5/2024 12:36:08","0","3568","0","360",
"2006965","o","23/5/2024 12:36:09","22.2","3568","7273","361",
"2006966","temp","23/5/2024 12:36:09","25.25","3568","16548","361",
"2006967","pressure","23/5/2024 12:36:09","17.61","3568","1080","361",
"2006968","co2","23/5/2024 12:36:09","0","3568","0","361",
"2006969","o","23/5/2024 12:36:10","22.2","3568","7273","362",
"2006970","temp","23/5/2024 12:36:10","25.24","3568","16540","362",
"2006971","pressure","23/5/2024 12:36:10","17.61","3568","1080","362",
"2006972","co2","23/5/2024 12:36:10","0","3568","0","362",
"2006973","o","23/5/2024 12:36:11","22.2","3568","7273","363",
"2006974","temp","23/5/2024 12:36:11","25.25","3568","16548","363",
"2006975","pressure","23/5/2024 12:36:11","17.61","3568","1080","363",
"2006976","co2","23/5/2024 12:36:11","0","3568","0","363",
"2006977","o","23/5/2024 12:36:12","22.2","3568","7273","364",
"2006978","temp","23/5/2024 12:36:12","25.29","3568","16572","364",
"2006979","pressure","23/5/2024 12:36:12","17.74","3568","1088","364",
"2006980","co2","23/5/2024 12:36:12","0","3568","0","364",
"2006981","o","23/5/2024 12:36:13","22.2","3568","7273","365",
"2006982","temp","23/5/2024 12:36:13","25.25","3568","16548","365",
"2006983","pressure","23/5/2024 12:36:13","17.87","3568","1096","365",
"2006984","co2","23/5/2024 12:36:13","0","3568","0","365",
"2006985","o","23/5/2024 12:36:14","22.2","3568","7273","366",
"2006986","temp","23/5/2024 12:36:14","25.25","3568","16548","366",
"2006987","pressure","23/5/2024 12:36:14","18.01","3568","1104","366",
"2006988","co2","23/5/2024 12:36:14","0","3568","0","366",
"2006989","o","23/5/2024 12:36:15","22.2","3568","7273","367",
"2006990","temp","23/5/2024 12:36:15","25.31","3568","16588","367",
"2006991","pressure","23/5/2024 12:36:15","17.74","3568","1088","367",
"2006992","co2","23/5/2024 12:36:15","0","3568","0","367",
"2006993","o","23/5/2024 12:36:16","22.2","3568","7265","368",
"2006994","temp","23/5/2024 12:36:16","25.29","3568","16572","368",
"2006995","pressure","23/5/2024 12:36:16","18.01","3568","1104","368",
"2006996","co2","23/5/2024 12:36:16","0","3568","0","368",
"2006997","o","23/5/2024 12:36:17","22.2","3568","7265","369",
"2006998","temp","23/5/2024 12:36:17","25.29","3568","16572","369",
"2006999","pressure","23/5/2024 12:36:17","17.87","3568","1096","369",
"2007000","co2","23/5/2024 12:36:17","0","3568","0","369",
"2007001","o","23/5/2024 12:36:18","22.1","3568","7233","370",
"2007002","temp","23/5/2024 12:36:18","25.31","3568","16588","370",
"2007003","pressure","23/5/2024 12:36:18","18.01","3568","1104","370",
"2007004","co2","23/5/2024 12:36:18","0","3568","0","370",
"2007005","o","23/5/2024 12:36:19","22.1","3568","7241","371",
"2007006","temp","23/5/2024 12:36:19","25.29","3568","16572","371",
"2007007","pressure","23/5/2024 12:36:19","18.01","3568","1104","371",
"2007008","co2","23/5/2024 12:36:19","0","3568","0","371",
"2007009","o","23/5/2024 12:36:20","22.2","3568","7265","372",
"2007010","temp","23/5/2024 12:36:20","25.31","3568","16588","372",
"2007011","pressure","23/5/2024 12:36:20","18.01","3568","1104","372",
"2007012","co2","23/5/2024 12:36:20","0","3568","0","372",
"2007013","o","23/5/2024 12:36:21","22.2","3568","7273","373",
"2007014","temp","23/5/2024 12:36:21","25.35","3568","16612","373",
"2007015","pressure","23/5/2024 12:36:21","18.01","3568","1104","373",
"2007016","co2","23/5/2024 12:36:21","0","3568","0","373",
"2007017","o","23/5/2024 12:36:22","22.2","3568","7273","374",
"2007018","temp","23/5/2024 12:36:22","25.34","3568","16604","374",
"2007019","pressure","23/5/2024 12:36:22","18.01","3568","1104","374",
"2007020","co2","23/5/2024 12:36:22","0","3568","0","374",
"2007021","o","23/5/2024 12:36:23","22.2","3568","7273","375",
"2007022","temp","23/5/2024 12:36:23","25.35","3568","16612","375",
"2007023","pressure","23/5/2024 12:36:23","18.27","3568","1120","375",
"2007024","co2","23/5/2024 12:36:23","0","3568","0","375",
"2007025","o","23/5/2024 12:36:24","22.2","3568","7273","376",
"2007026","temp","23/5/2024 12:36:24","25.35","3568","16612","376",
"2007027","pressure","23/5/2024 12:36:24","18.01","3568","1104","376",
"2007028","co2","23/5/2024 12:36:24","0","3568","0","376",
"2007029","o","23/5/2024 12:36:25","22.2","3568","7273","377",
"2007030","temp","23/5/2024 12:36:25","25.37","3568","16628","377",
"2007031","pressure","23/5/2024 12:36:25","18.4","3568","1128","377",
"2007032","co2","23/5/2024 12:36:25","0","3568","0","377",
"2007033","o","23/5/2024 12:36:26","22.2","3568","7273","378",
"2007034","temp","23/5/2024 12:36:26","25.36","3568","16620","378",
"2007035","pressure","23/5/2024 12:36:26","18.4","3568","1128","378",
"2007036","co2","23/5/2024 12:36:26","0","3568","0","378",
"2007037","o","23/5/2024 12:36:27","22.2","3568","7265","379",
"2007038","temp","23/5/2024 12:36:27","25.35","3568","16612","379",
"2007039","pressure","23/5/2024 12:36:27","18.27","3568","1120","379",
"2007040","co2","23/5/2024 12:36:27","0","3568","0","379",
"2007041","o","23/5/2024 12:36:28","22.2","3568","7265","380",
"2007042","temp","23/5/2024 12:36:28","25.36","3568","16620","380",
"2007043","pressure","23/5/2024 12:36:28","18.01","3568","1104","380",
"2007044","co2","23/5/2024 12:36:28","0","3568","0","380",
"2007045","o","23/5/2024 12:36:29","22.2","3568","7265","381",
"2007046","temp","23/5/2024 12:36:29","25.41","3568","16652","381",
"2007047","pressure","23/5/2024 12:36:29","18.01","3568","1104","381",
"2007048","co2","23/5/2024 12:36:29","0","3568","0","381",
"2007049","o","23/5/2024 12:36:30","22.2","3568","7265","382",
"2007050","temp","23/5/2024 12:36:30","25.41","3568","16652","382",
"2007051","pressure","23/5/2024 12:36:30","18.4","3568","1128","382",
"2007052","co2","23/5/2024 12:36:30","0","3568","0","382",
"2007053","o","23/5/2024 12:36:31","22.2","3568","7273","383",
"2007054","temp","23/5/2024 12:36:31","25.43","3568","16668","383",
"2007055","pressure","23/5/2024 12:36:31","18.4","3568","1128","383",
"2007056","co2","23/5/2024 12:36:31","0","3568","0","383",
"2007057","o","23/5/2024 12:36:32","22.2","3568","7273","384",
"2007058","temp","23/5/2024 12:36:32","25.36","3568","16620","384",
"2007059","pressure","23/5/2024 12:36:32","18.53","3568","1136","384",
"2007060","co2","23/5/2024 12:36:32","0","3568","0","384",
"2007061","o","23/5/2024 12:36:33","22.2","3568","7273","385",
"2007062","temp","23/5/2024 12:36:33","25.42","3568","16660","385",
"2007063","pressure","23/5/2024 12:36:33","18.4","3568","1128","385",
"2007064","co2","23/5/2024 12:36:33","0","3568","0","385",
"2007065","o","23/5/2024 12:36:34","22.2","3568","7273","386",
"2007066","temp","23/5/2024 12:36:34","25.41","3568","16652","386",
"2007067","pressure","23/5/2024 12:36:34","18.4","3568","1128","386",
"2007068","co2","23/5/2024 12:36:34","0","3568","0","386",
"2007069","o","23/5/2024 12:36:35","22.2","3568","7265","387",
"2007070","temp","23/5/2024 12:36:35","25.36","3568","16620","387",
"2007071","pressure","23/5/2024 12:36:35","18.66","3568","1144","387",
"2007072","co2","23/5/2024 12:36:35","0","3568","0","387",
"2007073","o","23/5/2024 12:36:36","22.2","3568","7265","388",
"2007074","temp","23/5/2024 12:36:36","25.34","3568","16604","388",
"2007075","pressure","23/5/2024 12:36:36","19.05","3568","1168","388",
"2007076","co2","23/5/2024 12:36:36","0","3568","0","388",
"2007077","o","23/5/2024 12:36:37","22.1","3568","7241","389",
"2007078","temp","23/5/2024 12:36:37","25.31","3568","16588","389",
"2007079","pressure","23/5/2024 12:36:37","19.05","3568","1168","389",
"2007080","co2","23/5/2024 12:36:37","0","3568","0","389",
"2007081","o","23/5/2024 12:36:38","22.1","3568","7241","390",
"2007082","temp","23/5/2024 12:36:38","25.34","3568","16604","390",
"2007083","pressure","23/5/2024 12:36:38","19.05","3568","1168","390",
"2007084","co2","23/5/2024 12:36:38","0","3568","0","390",
"2007085","o","23/5/2024 12:36:39","22.2","3568","7265","391",
"2007086","temp","23/5/2024 12:36:39","25.34","3568","16604","391",
"2007087","pressure","23/5/2024 12:36:39","19.31","3568","1184","391",
"2007088","co2","23/5/2024 12:36:39","0","3568","0","391",
"2007089","o","23/5/2024 12:36:40","22.1","3568","7241","392",
"2007090","temp","23/5/2024 12:36:40","25.3","3568","16580","392",
"2007091","pressure","23/5/2024 12:36:40","19.05","3568","1168","392",
"2007092","co2","23/5/2024 12:36:40","0","3568","0","392",
"2007093","o","23/5/2024 12:36:41","22.2","3568","7273","393",
"2007094","temp","23/5/2024 12:36:41","25.25","3568","16548","393",
"2007095","pressure","23/5/2024 12:36:41","18.66","3568","1144","393",
"2007096","co2","23/5/2024 12:36:41","0","3568","0","393",
"2007097","o","23/5/2024 12:36:42","22.2","3568","7273","394",
"2007098","temp","23/5/2024 12:36:42","25.35","3568","16612","394",
"2007099","pressure","23/5/2024 12:36:42","19.31","3568","1184","394",
"2007100","co2","23/5/2024 12:36:42","0","3568","0","394",
"2007101","o","23/5/2024 12:36:43","22.2","3568","7273","395",
"2007102","temp","23/5/2024 12:36:43","25.36","3568","16620","395",
"2007103","pressure","23/5/2024 12:36:43","19.31","3568","1184","395",
"2007104","co2","23/5/2024 12:36:43","0","3568","0","395",
"2007105","o","23/5/2024 12:36:44","22.2","3568","7273","396",
"2007106","temp","23/5/2024 12:36:44","25.31","3568","16588","396",
"2007107","pressure","23/5/2024 12:36:44","19.31","3568","1184","396",
"2007108","co2","23/5/2024 12:36:44","0","3568","0","396",
"2007109","o","23/5/2024 12:36:45","22.2","3568","7281","397",
"2007110","temp","23/5/2024 12:36:45","25.3","3568","16580","397",
"2007111","pressure","23/5/2024 12:36:45","19.57","3568","1200","397",
"2007112","co2","23/5/2024 12:36:45","0","3568","0","397",
"2007113","o","23/5/2024 12:36:46","22.3","3568","7297","398",
"2007114","temp","23/5/2024 12:36:46","25.35","3568","16612","398",
"2007115","pressure","23/5/2024 12:36:46","19.18","3568","1176","398",
"2007116","co2","23/5/2024 12:36:46","0","3568","0","398",
"2007117","o","23/5/2024 12:36:47","22.2","3568","7281","399",
"2007118","temp","23/5/2024 12:36:47","25.36","3568","16620","399",
"2007119","pressure","23/5/2024 12:36:47","19.31","3568","1184","399",
"2007120","co2","23/5/2024 12:36:47","0","3568","0","399",
"2007121","o","23/5/2024 12:36:48","22.2","3568","7273","400",
"2007122","temp","23/5/2024 12:36:48","25.31","3568","16588","400",
"2007123","pressure","23/5/2024 12:36:48","19.31","3568","1184","400",
"2007124","co2","23/5/2024 12:36:48","0","3568","0","400",
"2007125","o","23/5/2024 12:36:49","22.2","3568","7265","401",
"2007126","temp","23/5/2024 12:36:49","25.34","3568","16604","401",
"2007127","pressure","23/5/2024 12:36:49","19.57","3568","1200","401",
"2007128","co2","23/5/2024 12:36:49","0","3568","0","401",
"2007129","o","23/5/2024 12:36:50","22.2","3568","7273","402",
"2007130","temp","23/5/2024 12:36:50","25.34","3568","16604","402",
"2007131","pressure","23/5/2024 12:36:50","19.31","3568","1184","402",
"2007132","co2","23/5/2024 12:36:50","0","3568","0","402",
"2007133","o","23/5/2024 12:36:51","22.2","3568","7273","403",
"2007134","temp","23/5/2024 12:36:51","25.35","3568","16612","403",
"2007135","pressure","23/5/2024 12:36:51","19.31","3568","1184","403",
"2007136","co2","23/5/2024 12:36:51","0","3568","0","403",
"2007137","o","23/5/2024 12:36:52","22.2","3568","7273","404",
"2007138","temp","23/5/2024 12:36:52","25.36","3568","16620","404",
"2007139","pressure","23/5/2024 12:36:52","19.57","3568","1200","404",
"2007140","co2","23/5/2024 12:36:52","0","3568","0","404",
"2007141","o","23/5/2024 12:36:53","22.2","3568","7273","405",
"2007142","temp","23/5/2024 12:36:53","25.34","3568","16604","405",
"2007143","pressure","23/5/2024 12:36:53","19.57","3568","1200","405",
"2007144","co2","23/5/2024 12:36:53","0","3568","0","405",
"2007145","o","23/5/2024 12:36:54","22.1","3568","7241","406",
"2007146","temp","23/5/2024 12:36:54","25.37","3568","16628","406",
"2007147","pressure","23/5/2024 12:36:54","19.57","3568","1200","406",
"2007148","co2","23/5/2024 12:36:54","0","3568","0","406",
"2007149","o","23/5/2024 12:36:55","22.2","3568","7265","407",
"2007150","temp","23/5/2024 12:36:55","25.43","3568","16668","407",
"2007151","pressure","23/5/2024 12:36:55","19.57","3568","1200","407",
"2007152","co2","23/5/2024 12:36:55","0","3568","0","407",
"2007153","o","23/5/2024 12:36:56","22.1","3568","7241","408",
"2007154","temp","23/5/2024 12:36:56","25.42","3568","16660","408",
"2007155","pressure","23/5/2024 12:36:56","19.7","3568","1208","408",
"2007156","co2","23/5/2024 12:36:56","0","3568","0","408",
"2007157","o","23/5/2024 12:36:57","22.2","3568","7265","409",
"2007158","temp","23/5/2024 12:36:57","25.42","3568","16660","409",
"2007159","pressure","23/5/2024 12:36:57","19.7","3568","1208","409",
"2007160","co2","23/5/2024 12:36:57","0","3568","0","409",
"2007161","o","23/5/2024 12:36:58","22.2","3568","7265","410",
"2007162","temp","23/5/2024 12:36:58","25.43","3568","16668","410",
"2007163","pressure","23/5/2024 12:36:58","19.7","3568","1208","410",
"2007164","co2","23/5/2024 12:36:58","0","3568","0","410",
"2007165","o","23/5/2024 12:36:59","22.2","3568","7265","411",
"2007166","temp","23/5/2024 12:36:59","25.42","3568","16660","411",
"2007167","pressure","23/5/2024 12:36:59","19.83","3568","1216","411",
"2007168","co2","23/5/2024 12:36:59","0","3568","0","411",
"2007169","o","23/5/2024 12:37:00","22.2","3568","7273","412",
"2007170","temp","23/5/2024 12:37:00","25.46","3568","16684","412",
"2007171","pressure","23/5/2024 12:37:00","19.83","3568","1216","412",
"2007172","co2","23/5/2024 12:37:00","0","3568","0","412",
"2007173","o","23/5/2024 12:37:01","22.2","3568","7281","413",
"2007174","temp","23/5/2024 12:37:01","25.46","3568","16684","413",
"2007175","pressure","23/5/2024 12:37:01","19.7","3568","1208","413",
"2007176","co2","23/5/2024 12:37:01","0","3568","0","413",
"2007177","o","23/5/2024 12:37:02","22.2","3568","7281","414",
"2007178","temp","23/5/2024 12:37:02","25.47","3568","16692","414",
"2007179","pressure","23/5/2024 12:37:02","19.83","3568","1216","414",
"2007180","co2","23/5/2024 12:37:02","0","3568","0","414",
"2007181","o","23/5/2024 12:37:03","22.2","3568","7273","415",
"2007182","temp","23/5/2024 12:37:03","25.5","3568","16708","415",
"2007183","pressure","23/5/2024 12:37:03","19.96","3568","1224","415",
"2007184","co2","23/5/2024 12:37:03","0","3568","0","415",
"2007185","o","23/5/2024 12:37:04","22.2","3568","7265","416",
"2007186","temp","23/5/2024 12:37:04","25.48","3568","16700","416",
"2007187","pressure","23/5/2024 12:37:04","19.96","3568","1224","416",
"2007188","co2","23/5/2024 12:37:04","0","3568","0","416",
"2007189","o","23/5/2024 12:37:05","22.2","3568","7265","417",
"2007190","temp","23/5/2024 12:37:05","25.47","3568","16692","417",
"2007191","pressure","23/5/2024 12:37:05","20.22","3568","1240","417",
"2007192","co2","23/5/2024 12:37:05","0","3568","0","417",
"2007193","o","23/5/2024 12:37:06","22.2","3568","7265","418",
"2007194","temp","23/5/2024 12:37:06","25.48","3568","16700","418",
"2007195","pressure","23/5/2024 12:37:06","19.96","3568","1224","418",
"2007196","co2","23/5/2024 12:37:06","0","3568","0","418",
"2007197","o","23/5/2024 12:37:07","22.2","3568","7265","419",
"2007198","temp","23/5/2024 12:37:07","25.5","3568","16708","419",
"2007199","pressure","23/5/2024 12:37:07","19.96","3568","1224","419",
"2007200","co2","23/5/2024 12:37:07","0","3568","0","419",
"2007201","o","23/5/2024 12:37:08","22.2","3568","7265","420",
"2007202","temp","23/5/2024 12:37:08","25.5","3568","16708","420",
"2007203","pressure","23/5/2024 12:37:08","19.96","3568","1224","420",
"2007204","co2","23/5/2024 12:37:08","0","3568","0","420",
"2007205","o","23/5/2024 12:37:09","22.2","3568","7265","421",
"2007206","temp","23/5/2024 12:37:09","25.5","3568","16708","421",
"2007207","pressure","23/5/2024 12:37:09","20.22","3568","1240","421",
"2007208","co2","23/5/2024 12:37:09","0","3568","0","421",
"2007209","o","23/5/2024 12:37:10","22.2","3568","7265","422",
"2007210","temp","23/5/2024 12:37:10","25.47","3568","16692","422",
"2007211","pressure","23/5/2024 12:37:10","20.22","3568","1240","422",
"2007212","co2","23/5/2024 12:37:10","0","3568","0","422",
"2007213","o","23/5/2024 12:37:11","22.2","3568","7265","423",
"2007214","temp","23/5/2024 12:37:11","25.53","3568","16732","423",
"2007215","pressure","23/5/2024 12:37:11","19.96","3568","1224","423",
"2007216","co2","23/5/2024 12:37:11","0","3568","0","423",
"2007217","o","23/5/2024 12:37:12","22.2","3568","7265","424",
"2007218","temp","23/5/2024 12:37:12","25.54","3568","16740","424",
"2007219","pressure","23/5/2024 12:37:12","20.22","3568","1240","424",
"2007220","co2","23/5/2024 12:37:12","0","3568","0","424",
"2007221","o","23/5/2024 12:37:13","22","3568","7217","425",
"2007222","temp","23/5/2024 12:37:13","25.53","3568","16732","425",
"2007223","pressure","23/5/2024 12:37:13","20.48","3568","1256","425",
"2007224","co2","23/5/2024 12:37:13","0","3568","0","425",
"2007225","o","23/5/2024 12:37:14","22.1","3568","7233","426",
"2007226","temp","23/5/2024 12:37:14","25.54","3568","16740","426",
"2007227","pressure","23/5/2024 12:37:14","20.48","3568","1256","426",
"2007228","co2","23/5/2024 12:37:14","0","3568","0","426",
"2007229","o","23/5/2024 12:37:15","22","3568","7217","427",
"2007230","temp","23/5/2024 12:37:15","25.5","3568","16708","427",
"2007231","pressure","23/5/2024 12:37:15","20.88","3568","1280","427",
"2007232","co2","23/5/2024 12:37:15","0","3568","0","427",
"2007233","o","23/5/2024 12:37:16","22","3568","7209","428",
"2007234","temp","23/5/2024 12:37:16","25.5","3568","16708","428",
"2007235","pressure","23/5/2024 12:37:16","20.61","3568","1264","428",
"2007236","co2","23/5/2024 12:37:16","0","3568","0","428",
"2007237","o","23/5/2024 12:37:17","22","3568","7217","429",
"2007238","temp","23/5/2024 12:37:17","25.46","3568","16684","429",
"2007239","pressure","23/5/2024 12:37:17","20.88","3568","1280","429",
"2007240","co2","23/5/2024 12:37:17","0","3568","0","429",
"2007241","o","23/5/2024 12:37:18","22","3568","7217","430",
"2007242","temp","23/5/2024 12:37:18","25.41","3568","16652","430",
"2007243","pressure","23/5/2024 12:37:18","20.88","3568","1280","430",
"2007244","co2","23/5/2024 12:37:18","0","3568","0","430",
"2007245","o","23/5/2024 12:37:19","22","3568","7209","431",
"2007246","temp","23/5/2024 12:37:19","25.42","3568","16660","431",
"2007247","pressure","23/5/2024 12:37:19","21.01","3568","1288","431",
"2007248","co2","23/5/2024 12:37:19","0","3568","0","431",
"2007249","o","23/5/2024 12:37:20","22","3568","7217","432",
"2007250","temp","23/5/2024 12:37:20","25.37","3568","16628","432",
"2007251","pressure","23/5/2024 12:37:20","21.14","3568","1296","432",
"2007252","co2","23/5/2024 12:37:20","0","3568","0","432",
"2007253","o","23/5/2024 12:37:21","22","3568","7209","433",
"2007254","temp","23/5/2024 12:37:21","25.37","3568","16628","433",
"2007255","pressure","23/5/2024 12:37:21","21.14","3568","1296","433",
"2007256","co2","23/5/2024 12:37:21","0","3568","0","433",
"2007257","o","23/5/2024 12:37:22","22","3568","7217","434",
"2007258","temp","23/5/2024 12:37:22","25.37","3568","16628","434",
"2007259","pressure","23/5/2024 12:37:22","21.14","3568","1296","434",
"2007260","co2","23/5/2024 12:37:22","0","3568","0","434",
"2007261","o","23/5/2024 12:37:23","22","3568","7209","435",
"2007262","temp","23/5/2024 12:37:23","25.36","3568","16620","435",
"2007263","pressure","23/5/2024 12:37:23","21.14","3568","1296","435",
"2007264","co2","23/5/2024 12:37:23","0","3568","0","435",
"2007265","o","23/5/2024 12:37:24","22","3568","7193","436",
"2007266","temp","23/5/2024 12:37:24","25.37","3568","16628","436",
"2007267","pressure","23/5/2024 12:37:24","21.27","3568","1304","436",
"2007268","co2","23/5/2024 12:37:24","0","3568","0","436",
"2007269","o","23/5/2024 12:37:25","21.9","3568","7177","437",
"2007270","temp","23/5/2024 12:37:25","25.37","3568","16628","437",
"2007271","pressure","23/5/2024 12:37:25","21.27","3568","1304","437",
"2007272","co2","23/5/2024 12:37:25","0","3568","0","437",
"2007273","o","23/5/2024 12:37:26","21.9","3568","7177","438",
"2007274","temp","23/5/2024 12:37:26","25.42","3568","16660","438",
"2007275","pressure","23/5/2024 12:37:26","21.27","3568","1304","438",
"2007276","co2","23/5/2024 12:37:26","0","3568","0","438",
"2007277","o","23/5/2024 12:37:27","21.9","3568","7177","439",
"2007278","temp","23/5/2024 12:37:27","25.43","3568","16668","439",
"2007279","pressure","23/5/2024 12:37:27","21.27","3568","1304","439",
"2007280","co2","23/5/2024 12:37:27","0","3568","0","439",
"2007281","o","23/5/2024 12:37:28","21.9","3568","7161","440",
"2007282","temp","23/5/2024 12:37:28","25.37","3568","16628","440",
"2007283","pressure","23/5/2024 12:37:28","21.53","3568","1320","440",
"2007284","co2","23/5/2024 12:37:28","0","3568","0","440",
"2007285","o","23/5/2024 12:37:29","21.8","3568","7153","441",
"2007286","temp","23/5/2024 12:37:29","25.46","3568","16684","441",
"2007287","pressure","23/5/2024 12:37:29","21.27","3568","1304","441",
"2007288","co2","23/5/2024 12:37:29","0","3568","0","441",
"2007289","o","23/5/2024 12:37:30","21.8","3568","7137","442",
"2007290","temp","23/5/2024 12:37:30","25.43","3568","16668","442",
"2007291","pressure","23/5/2024 12:37:30","21.53","3568","1320","442",
"2007292","co2","23/5/2024 12:37:30","0","3568","0","442",
"2007293","o","23/5/2024 12:37:31","21.8","3568","7137","443",
"2007294","temp","23/5/2024 12:37:31","25.46","3568","16684","443",
"2007295","pressure","23/5/2024 12:37:31","21.66","3568","1328","443",
"2007296","co2","23/5/2024 12:37:31","0","3568","0","443",
"2007297","o","23/5/2024 12:37:32","21.8","3568","7129","444",
"2007298","temp","23/5/2024 12:37:32","25.46","3568","16684","444",
"2007299","pressure","23/5/2024 12:37:32","21.53","3568","1320","444",
"2007300","co2","23/5/2024 12:37:32","0","3568","0","444",
"2007301","o","23/5/2024 12:37:33","21.8","3568","7129","445",
"2007302","temp","23/5/2024 12:37:33","25.47","3568","16692","445",
"2007303","pressure","23/5/2024 12:37:33","21.66","3568","1328","445",
"2007304","co2","23/5/2024 12:37:33","0","3568","0","445",
"2007305","o","23/5/2024 12:37:34","21.7","3568","7121","446",
"2007306","temp","23/5/2024 12:37:34","25.47","3568","16692","446",
"2007307","pressure","23/5/2024 12:37:34","21.92","3568","1344","446",
"2007308","co2","23/5/2024 12:37:34","0","3568","0","446",
"2007309","o","23/5/2024 12:37:35","21.7","3568","7121","447",
"2007310","temp","23/5/2024 12:37:35","25.47","3568","16692","447",
"2007311","pressure","23/5/2024 12:37:35","21.66","3568","1328","447",
"2007312","co2","23/5/2024 12:37:35","0","3568","0","447",
"2007313","o","23/5/2024 12:37:36","21.7","3568","7097","448",
"2007314","temp","23/5/2024 12:37:36","25.47","3568","16692","448",
"2007315","pressure","23/5/2024 12:37:36","21.92","3568","1344","448",
"2007316","co2","23/5/2024 12:37:36","0","3568","0","448",
"2007317","o","23/5/2024 12:37:37","21.6","3568","7081","449",
"2007318","temp","23/5/2024 12:37:37","25.46","3568","16684","449",
"2007319","pressure","23/5/2024 12:37:37","21.92","3568","1344","449",
"2007320","co2","23/5/2024 12:37:37","0","3568","0","449",
"2007321","o","23/5/2024 12:37:38","21.6","3568","7065","450",
"2007322","temp","23/5/2024 12:37:38","25.5","3568","16708","450",
"2007323","pressure","23/5/2024 12:37:38","22.18","3568","1360","450",
"2007324","co2","23/5/2024 12:37:38","0","3568","0","450",
"2007325","o","23/5/2024 12:37:39","21.6","3568","7065","451",
"2007326","temp","23/5/2024 12:37:39","25.48","3568","16700","451",
"2007327","pressure","23/5/2024 12:37:39","22.18","3568","1360","451",
"2007328","co2","23/5/2024 12:37:39","0","3568","0","451",
"2007329","o","23/5/2024 12:37:40","21.5","3568","7049","452",
"2007330","temp","23/5/2024 12:37:40","25.53","3568","16732","452",
"2007331","pressure","23/5/2024 12:37:40","22.31","3568","1368","452",
"2007332","co2","23/5/2024 12:37:40","0","3568","0","452",
"2007333","o","23/5/2024 12:37:41","21.6","3568","7065","453",
"2007334","temp","23/5/2024 12:37:41","25.53","3568","16732","453",
"2007335","pressure","23/5/2024 12:37:41","22.44","3568","1376","453",
"2007336","co2","23/5/2024 12:37:41","0","3568","0","453",
"2007337","o","23/5/2024 12:37:42","21.5","3568","7049","454",
"2007338","temp","23/5/2024 12:37:42","25.5","3568","16708","454",
"2007339","pressure","23/5/2024 12:37:42","22.18","3568","1360","454",
"2007340","co2","23/5/2024 12:37:42","0","3568","0","454",
"2007341","o","23/5/2024 12:37:43","21.5","3568","7049","455",
"2007342","temp","23/5/2024 12:37:43","25.47","3568","16692","455",
"2007343","pressure","23/5/2024 12:37:43","22.18","3568","1360","455",
"2007344","co2","23/5/2024 12:37:43","0","3568","0","455",
"2007345","o","23/5/2024 12:37:44","21.5","3568","7049","456",
"2007346","temp","23/5/2024 12:37:44","25.53","3568","16732","456",
"2007347","pressure","23/5/2024 12:37:44","21.92","3568","1344","456",
"2007348","co2","23/5/2024 12:37:44","0","3568","0","456",
"2007349","o","23/5/2024 12:37:45","21.5","3568","7049","457",
"2007350","temp","23/5/2024 12:37:45","25.54","3568","16740","457",
"2007351","pressure","23/5/2024 12:37:45","22.31","3568","1368","457",
"2007352","co2","23/5/2024 12:37:45","0","3568","0","457",
"2007353","o","23/5/2024 12:37:46","21.5","3568","7041","458",
"2007354","temp","23/5/2024 12:37:46","25.5","3568","16708","458",
