"id","sensor","time","data","session","sensor_data","sessionsecond","hedeflenen"
"2028579","pressure","23/5/2024 14:06:12","44.75","3568","2744","5764",
"2028580","co2","23/5/2024 14:06:12","0","3568","0","5764",
"2028581","o","23/5/2024 14:06:13","21.2","3568","6953","5765",
"2028582","temp","23/5/2024 14:06:13","25.48","3568","16700","5765",
"2028583","pressure","23/5/2024 14:06:13","45.14","3568","2768","5765",
"2028584","co2","23/5/2024 14:06:13","0","3568","0","5765",
"2028585","o","23/5/2024 14:06:14","21.2","3568","6961","5766",
"2028586","temp","23/5/2024 14:06:14","25.5","3568","16708","5766",
"2028587","pressure","23/5/2024 14:06:14","45.14","3568","2768","5766",
"2028588","co2","23/5/2024 14:06:14","0","3568","0","5766",
"2028589","o","23/5/2024 14:06:15","21.2","3568","6961","5767",
"2028590","temp","23/5/2024 14:06:15","25.53","3568","16732","5767",
"2028591","pressure","23/5/2024 14:06:15","45.01","3568","2760","5767",
"2028592","co2","23/5/2024 14:06:15","0","3568","0","5767",
"2028593","o","23/5/2024 14:06:16","21.2","3568","6961","5768",
"2028594","temp","23/5/2024 14:06:16","25.47","3568","16692","5768",
"2028595","pressure","23/5/2024 14:06:16","45.14","3568","2768","5768",
"2028596","co2","23/5/2024 14:06:16","0","3568","0","5768",
"2028597","o","23/5/2024 14:06:17","21.3","3568","6977","5769",
"2028598","temp","23/5/2024 14:06:17","25.53","3568","16732","5769",
"2028599","pressure","23/5/2024 14:06:17","45.4","3568","2784","5769",
"2028600","co2","23/5/2024 14:06:17","0","3568","0","5769",
"2028601","o","23/5/2024 14:06:18","21.3","3568","6977","5770",
"2028602","temp","23/5/2024 14:06:18","25.5","3568","16708","5770",
"2028603","pressure","23/5/2024 14:06:18","45.4","3568","2784","5770",
"2028604","co2","23/5/2024 14:06:18","0","3568","0","5770",
"2028605","o","23/5/2024 14:06:19","21.3","3568","6977","5771",
"2028606","temp","23/5/2024 14:06:19","25.5","3568","16708","5771",
"2028607","pressure","23/5/2024 14:06:19","45.4","3568","2784","5771",
"2028608","co2","23/5/2024 14:06:19","0","3568","0","5771",
"2028609","o","23/5/2024 14:06:20","21.2","3568","6961","5772",
"2028610","temp","23/5/2024 14:06:20","25.47","3568","16692","5772",
"2028611","pressure","23/5/2024 14:06:20","45.14","3568","2768","5772",
"2028612","co2","23/5/2024 14:06:20","0","3568","0","5772",
"2028613","o","23/5/2024 14:06:21","21.3","3568","6977","5773",
"2028614","temp","23/5/2024 14:06:21","25.53","3568","16732","5773",
"2028615","pressure","23/5/2024 14:06:21","45.01","3568","2760","5773",
"2028616","co2","23/5/2024 14:06:21","0","3568","0","5773",
"2028617","o","23/5/2024 14:06:22","21.3","3568","6985","5774",
"2028618","temp","23/5/2024 14:06:22","25.5","3568","16708","5774",
"2028619","pressure","23/5/2024 14:06:22","45.01","3568","2760","5774",
"2028620","co2","23/5/2024 14:06:22","0","3568","0","5774",
"2028621","o","23/5/2024 14:06:23","21.3","3568","6985","5775",
"2028622","temp","23/5/2024 14:06:23","25.48","3568","16700","5775",
"2028623","pressure","23/5/2024 14:06:23","45.4","3568","2784","5775",
"2028624","co2","23/5/2024 14:06:23","0","3568","0","5775",
"2028625","o","23/5/2024 14:06:24","21.3","3568","6985","5776",
"2028626","temp","23/5/2024 14:06:24","25.53","3568","16732","5776",
"2028627","pressure","23/5/2024 14:06:24","45.4","3568","2784","5776",
"2028628","co2","23/5/2024 14:06:24","0","3568","0","5776",
"2028629","o","23/5/2024 14:06:25","21.3","3568","6985","5777",
"2028630","temp","23/5/2024 14:06:25","25.53","3568","16732","5777",
"2028631","pressure","23/5/2024 14:06:25","45.67","3568","2800","5777",
"2028632","co2","23/5/2024 14:06:25","0","3568","0","5777",
"2028633","o","23/5/2024 14:06:26","21.3","3568","6977","5778",
"2028634","temp","23/5/2024 14:06:26","25.48","3568","16700","5778",
"2028635","pressure","23/5/2024 14:06:26","45.67","3568","2800","5778",
"2028636","co2","23/5/2024 14:06:26","0","3568","0","5778",
"2028637","o","23/5/2024 14:06:27","21.2","3568","6961","5779",
"2028638","temp","23/5/2024 14:06:27","25.53","3568","16732","5779",
"2028639","pressure","23/5/2024 14:06:27","45.4","3568","2784","5779",
"2028640","co2","23/5/2024 14:06:27","0","3568","0","5779",
"2028641","o","23/5/2024 14:06:28","21.2","3568","6961","5780",
"2028642","temp","23/5/2024 14:06:28","25.48","3568","16700","5780",
"2028643","pressure","23/5/2024 14:06:28","45.14","3568","2768","5780",
"2028644","co2","23/5/2024 14:06:28","0","3568","0","5780",
"2028645","o","23/5/2024 14:06:29","21.2","3568","6961","5781",
"2028646","temp","23/5/2024 14:06:29","25.56","3568","16748","5781",
"2028647","pressure","23/5/2024 14:06:29","45.67","3568","2800","5781",
"2028648","co2","23/5/2024 14:06:29","0","3568","0","5781",
"2028649","o","23/5/2024 14:06:30","21.2","3568","6961","5782",
"2028650","temp","23/5/2024 14:06:30","25.5","3568","16708","5782",
"2028651","pressure","23/5/2024 14:06:30","45.14","3568","2768","5782",
"2028652","co2","23/5/2024 14:06:30","0","3568","0","5782",
"2028653","o","23/5/2024 14:06:31","21.2","3568","6961","5783",
"2028654","temp","23/5/2024 14:06:31","25.53","3568","16732","5783",
"2028655","pressure","23/5/2024 14:06:31","45.4","3568","2784","5783",
"2028656","co2","23/5/2024 14:06:31","0","3568","0","5783",
"2028657","o","23/5/2024 14:06:32","21.2","3568","6953","5784",
"2028658","temp","23/5/2024 14:06:32","25.48","3568","16700","5784",
"2028659","pressure","23/5/2024 14:06:32","45.4","3568","2784","5784",
"2028660","co2","23/5/2024 14:06:32","0","3568","0","5784",
"2028661","o","23/5/2024 14:06:33","21.2","3568","6937","5785",
"2028662","temp","23/5/2024 14:06:33","25.5","3568","16708","5785",
"2028663","pressure","23/5/2024 14:06:33","45.4","3568","2784","5785",
"2028664","co2","23/5/2024 14:06:33","0","3568","0","5785",
"2028665","o","23/5/2024 14:06:34","21.2","3568","6953","5786",
"2028666","temp","23/5/2024 14:06:34","25.53","3568","16732","5786",
"2028667","pressure","23/5/2024 14:06:34","45.67","3568","2800","5786",
"2028668","co2","23/5/2024 14:06:34","0","3568","0","5786",
"2028669","o","23/5/2024 14:06:35","21.2","3568","6937","5787",
"2028670","temp","23/5/2024 14:06:35","25.53","3568","16732","5787",
"2028671","pressure","23/5/2024 14:06:35","45.4","3568","2784","5787",
"2028672","co2","23/5/2024 14:06:35","0","3568","0","5787",
"2028673","o","23/5/2024 14:06:36","21.2","3568","6937","5788",
"2028674","temp","23/5/2024 14:06:36","25.48","3568","16700","5788",
"2028675","pressure","23/5/2024 14:06:36","45.14","3568","2768","5788",
"2028676","co2","23/5/2024 14:06:36","0","3568","0","5788",
"2028677","o","23/5/2024 14:06:37","21.2","3568","6961","5789",
"2028678","temp","23/5/2024 14:06:37","25.56","3568","16748","5789",
"2028679","pressure","23/5/2024 14:06:37","45.14","3568","2768","5789",
"2028680","co2","23/5/2024 14:06:37","0","3568","0","5789",
"2028681","o","23/5/2024 14:06:38","21.2","3568","6961","5790",
"2028682","temp","23/5/2024 14:06:38","25.5","3568","16708","5790",
"2028683","pressure","23/5/2024 14:06:38","45.4","3568","2784","5790",
"2028684","co2","23/5/2024 14:06:38","0","3568","0","5790",
"2028685","o","23/5/2024 14:06:39","21.2","3568","6961","5791",
"2028686","temp","23/5/2024 14:06:39","25.56","3568","16748","5791",
"2028687","pressure","23/5/2024 14:06:39","45.14","3568","2768","5791",
"2028688","co2","23/5/2024 14:06:39","0","3568","0","5791",
"2028689","o","23/5/2024 14:06:40","21.2","3568","6961","5792",
"2028690","temp","23/5/2024 14:06:40","25.53","3568","16732","5792",
"2028691","pressure","23/5/2024 14:06:40","45.4","3568","2784","5792",
"2028692","co2","23/5/2024 14:06:40","0","3568","0","5792",
"2028693","o","23/5/2024 14:06:41","21.2","3568","6961","5793",
"2028694","temp","23/5/2024 14:06:41","25.54","3568","16740","5793",
"2028695","pressure","23/5/2024 14:06:41","45.67","3568","2800","5793",
"2028696","co2","23/5/2024 14:06:41","0","3568","0","5793",
"2028697","o","23/5/2024 14:06:42","21.2","3568","6961","5794",
"2028698","temp","23/5/2024 14:06:42","25.53","3568","16732","5794",
"2028699","pressure","23/5/2024 14:06:42","45.14","3568","2768","5794",
"2028700","co2","23/5/2024 14:06:42","0","3568","0","5794",
"2028701","o","23/5/2024 14:06:43","21.2","3568","6961","5795",
"2028702","temp","23/5/2024 14:06:43","25.56","3568","16748","5795",
"2028703","pressure","23/5/2024 14:06:43","45.67","3568","2800","5795",
"2028704","co2","23/5/2024 14:06:43","0","3568","0","5795",
"2028705","o","23/5/2024 14:06:44","21.2","3568","6961","5796",
"2028706","temp","23/5/2024 14:06:44","25.5","3568","16708","5796",
"2028707","pressure","23/5/2024 14:06:44","45.14","3568","2768","5796",
"2028708","co2","23/5/2024 14:06:44","0","3568","0","5796",
"2028709","o","23/5/2024 14:06:45","21.2","3568","6961","5797",
"2028710","temp","23/5/2024 14:06:45","25.5","3568","16708","5797",
"2028711","pressure","23/5/2024 14:06:45","45.4","3568","2784","5797",
"2028712","co2","23/5/2024 14:06:45","0","3568","0","5797",
"2028713","o","23/5/2024 14:06:46","21.2","3568","6961","5798",
"2028714","temp","23/5/2024 14:06:46","25.53","3568","16732","5798",
"2028715","pressure","23/5/2024 14:06:46","45.4","3568","2784","5798",
"2028716","co2","23/5/2024 14:06:46","0","3568","0","5798",
"2028717","o","23/5/2024 14:06:47","21.3","3568","6985","5799",
"2028718","temp","23/5/2024 14:06:47","25.5","3568","16708","5799",
"2028719","pressure","23/5/2024 14:06:47","45.14","3568","2768","5799",
"2028720","co2","23/5/2024 14:06:47","0","3568","0","5799",
"2028721","o","23/5/2024 14:06:48","21.3","3568","6985","5800",
"2028722","temp","23/5/2024 14:06:48","25.48","3568","16700","5800",
"2028723","pressure","23/5/2024 14:06:48","45.4","3568","2784","5800",
"2028724","co2","23/5/2024 14:06:48","0","3568","0","5800",
"2028725","o","23/5/2024 14:06:49","21.3","3568","6985","5801",
"2028726","temp","23/5/2024 14:06:49","25.53","3568","16732","5801",
"2028727","pressure","23/5/2024 14:06:49","45.4","3568","2784","5801",
"2028728","co2","23/5/2024 14:06:49","0","3568","0","5801",
"2028729","o","23/5/2024 14:06:50","21.3","3568","6985","5802",
"2028730","temp","23/5/2024 14:06:50","25.47","3568","16692","5802",
"2028731","pressure","23/5/2024 14:06:50","45.4","3568","2784","5802",
"2028732","co2","23/5/2024 14:06:50","0","3568","0","5802",
"2028733","o","23/5/2024 14:06:51","21.3","3568","6977","5803",
"2028734","temp","23/5/2024 14:06:51","25.54","3568","16740","5803",
"2028735","pressure","23/5/2024 14:06:51","45.4","3568","2784","5803",
"2028736","co2","23/5/2024 14:06:51","0","3568","0","5803",
"2028737","o","23/5/2024 14:06:52","21.3","3568","6977","5804",
"2028738","temp","23/5/2024 14:06:52","25.56","3568","16748","5804",
"2028739","pressure","23/5/2024 14:06:52","45.4","3568","2784","5804",
"2028740","co2","23/5/2024 14:06:52","0","3568","0","5804",
"2028741","o","23/5/2024 14:06:53","21.3","3568","6977","5805",
"2028742","temp","23/5/2024 14:06:53","25.53","3568","16732","5805",
"2028743","pressure","23/5/2024 14:06:53","45.14","3568","2768","5805",
"2028744","co2","23/5/2024 14:06:53","0","3568","0","5805",
"2028745","o","23/5/2024 14:06:54","21.3","3568","6977","5806",
"2028746","temp","23/5/2024 14:06:54","25.5","3568","16708","5806",
"2028747","pressure","23/5/2024 14:06:54","45.14","3568","2768","5806",
"2028748","co2","23/5/2024 14:06:54","0","3568","0","5806",
"2028749","o","23/5/2024 14:06:55","21.2","3568","6961","5807",
"2028750","temp","23/5/2024 14:06:55","25.54","3568","16740","5807",
"2028751","pressure","23/5/2024 14:06:55","45.4","3568","2784","5807",
"2028752","co2","23/5/2024 14:06:55","0","3568","0","5807",
"2028753","o","23/5/2024 14:06:56","21.2","3568","6961","5808",
"2028754","temp","23/5/2024 14:06:56","25.5","3568","16708","5808",
"2028755","pressure","23/5/2024 14:06:56","45.14","3568","2768","5808",
"2028756","co2","23/5/2024 14:06:56","0","3568","0","5808",
"2028757","o","23/5/2024 14:06:57","21.2","3568","6961","5809",
"2028758","temp","23/5/2024 14:06:57","25.48","3568","16700","5809",
"2028759","pressure","23/5/2024 14:06:57","45.4","3568","2784","5809",
"2028760","co2","23/5/2024 14:06:57","0","3568","0","5809",
"2028761","o","23/5/2024 14:06:58","21.2","3568","6953","5810",
"2028762","temp","23/5/2024 14:06:58","25.5","3568","16708","5810",
"2028763","pressure","23/5/2024 14:06:58","45.14","3568","2768","5810",
"2028764","co2","23/5/2024 14:06:58","0","3568","0","5810",
"2028765","o","23/5/2024 14:06:59","21.2","3568","6953","5811",
"2028766","temp","23/5/2024 14:06:59","25.54","3568","16740","5811",
"2028767","pressure","23/5/2024 14:06:59","45.67","3568","2800","5811",
"2028768","co2","23/5/2024 14:06:59","0","3568","0","5811",
"2028769","o","23/5/2024 14:07:00","21.2","3568","6953","5812",
"2028770","temp","23/5/2024 14:07:00","25.53","3568","16732","5812",
"2028771","pressure","23/5/2024 14:07:00","45.14","3568","2768","5812",
"2028772","co2","23/5/2024 14:07:00","0","3568","0","5812",
"2028773","o","23/5/2024 14:07:01","21.2","3568","6953","5813",
"2028774","temp","23/5/2024 14:07:01","25.58","3568","16764","5813",
"2028775","pressure","23/5/2024 14:07:01","45.4","3568","2784","5813",
"2028776","co2","23/5/2024 14:07:01","0","3568","0","5813",
"2028777","o","23/5/2024 14:07:02","21.2","3568","6953","5814",
"2028778","temp","23/5/2024 14:07:02","25.53","3568","16732","5814",
"2028779","pressure","23/5/2024 14:07:02","45.4","3568","2784","5814",
"2028780","co2","23/5/2024 14:07:02","0","3568","0","5814",
"2028781","o","23/5/2024 14:07:03","21.2","3568","6953","5815",
"2028782","temp","23/5/2024 14:07:03","25.53","3568","16732","5815",
"2028783","pressure","23/5/2024 14:07:03","45.4","3568","2784","5815",
"2028784","co2","23/5/2024 14:07:03","0","3568","0","5815",
"2028785","o","23/5/2024 14:07:04","21.2","3568","6953","5816",
"2028786","temp","23/5/2024 14:07:04","25.5","3568","16708","5816",
"2028787","pressure","23/5/2024 14:07:04","45.4","3568","2784","5816",
"2028788","co2","23/5/2024 14:07:04","0","3568","0","5816",
"2028789","o","23/5/2024 14:07:05","21.2","3568","6961","5817",
"2028790","temp","23/5/2024 14:07:05","25.5","3568","16708","5817",
"2028791","pressure","23/5/2024 14:07:05","45.14","3568","2768","5817",
"2028792","co2","23/5/2024 14:07:05","0","3568","0","5817",
"2028793","o","23/5/2024 14:07:06","21.2","3568","6953","5818",
"2028794","temp","23/5/2024 14:07:06","25.48","3568","16700","5818",
"2028795","pressure","23/5/2024 14:07:06","45.4","3568","2784","5818",
"2028796","co2","23/5/2024 14:07:06","0","3568","0","5818",
"2028797","o","23/5/2024 14:07:07","21.2","3568","6961","5819",
"2028798","temp","23/5/2024 14:07:07","25.54","3568","16740","5819",
"2028799","pressure","23/5/2024 14:07:07","45.14","3568","2768","5819",
"2028800","co2","23/5/2024 14:07:07","0","3568","0","5819",
"2028801","o","23/5/2024 14:07:08","21.2","3568","6961","5820",
"2028802","temp","23/5/2024 14:07:08","25.53","3568","16732","5820",
"2028803","pressure","23/5/2024 14:07:08","45.14","3568","2768","5820",
"2028804","co2","23/5/2024 14:07:08","0","3568","0","5820",
"2028805","o","23/5/2024 14:07:09","21.2","3568","6961","5821",
"2028806","temp","23/5/2024 14:07:09","25.53","3568","16732","5821",
"2028807","pressure","23/5/2024 14:07:09","45.14","3568","2768","5821",
"2028808","co2","23/5/2024 14:07:09","0","3568","0","5821",
"2028809","o","23/5/2024 14:07:10","21.2","3568","6961","5822",
"2028810","temp","23/5/2024 14:07:10","25.56","3568","16748","5822",
"2028811","pressure","23/5/2024 14:07:10","45.14","3568","2768","5822",
"2028812","co2","23/5/2024 14:07:10","0","3568","0","5822",
"2028813","o","23/5/2024 14:07:11","21.2","3568","6961","5823",
"2028814","temp","23/5/2024 14:07:11","25.53","3568","16732","5823",
"2028815","pressure","23/5/2024 14:07:11","45.14","3568","2768","5823",
"2028816","co2","23/5/2024 14:07:11","0","3568","0","5823",
"2028817","o","23/5/2024 14:07:12","21.2","3568","6961","5824",
"2028818","temp","23/5/2024 14:07:12","25.48","3568","16700","5824",
"2028819","pressure","23/5/2024 14:07:12","45.4","3568","2784","5824",
"2028820","co2","23/5/2024 14:07:12","0","3568","0","5824",
"2028821","o","23/5/2024 14:07:13","21.2","3568","6961","5825",
"2028822","temp","23/5/2024 14:07:13","25.56","3568","16748","5825",
"2028823","pressure","23/5/2024 14:07:13","45.14","3568","2768","5825",
"2028824","co2","23/5/2024 14:07:13","0","3568","0","5825",
"2028825","o","23/5/2024 14:07:14","21.2","3568","6961","5826",
"2028826","temp","23/5/2024 14:07:14","25.56","3568","16748","5826",
"2028827","pressure","23/5/2024 14:07:14","45.4","3568","2784","5826",
"2028828","co2","23/5/2024 14:07:14","0","3568","0","5826",
"2028829","o","23/5/2024 14:07:15","21.2","3568","6961","5827",
"2028830","temp","23/5/2024 14:07:15","25.54","3568","16740","5827",
"2028831","pressure","23/5/2024 14:07:15","45.4","3568","2784","5827",
"2028832","co2","23/5/2024 14:07:15","0","3568","0","5827",
"2028833","o","23/5/2024 14:07:16","21.2","3568","6961","5828",
"2028834","temp","23/5/2024 14:07:16","25.53","3568","16732","5828",
"2028835","pressure","23/5/2024 14:07:16","45.4","3568","2784","5828",
"2028836","co2","23/5/2024 14:07:16","0","3568","0","5828",
"2028837","o","23/5/2024 14:07:17","21.2","3568","6961","5829",
"2028838","temp","23/5/2024 14:07:17","25.54","3568","16740","5829",
"2028839","pressure","23/5/2024 14:07:17","45.4","3568","2784","5829",
"2028840","co2","23/5/2024 14:07:17","0","3568","0","5829",
"2028841","o","23/5/2024 14:07:18","21.3","3568","6977","5830",
"2028842","temp","23/5/2024 14:07:18","25.54","3568","16740","5830",
"2028843","pressure","23/5/2024 14:07:18","45.14","3568","2768","5830",
"2028844","co2","23/5/2024 14:07:18","0","3568","0","5830",
"2028845","o","23/5/2024 14:07:19","21.3","3568","6985","5831",
"2028846","temp","23/5/2024 14:07:19","25.58","3568","16764","5831",
"2028847","pressure","23/5/2024 14:07:19","45.14","3568","2768","5831",
"2028848","co2","23/5/2024 14:07:19","0","3568","0","5831",
"2028849","o","23/5/2024 14:07:20","21.3","3568","6985","5832",
"2028850","temp","23/5/2024 14:07:20","25.48","3568","16700","5832",
"2028851","pressure","23/5/2024 14:07:20","45.67","3568","2800","5832",
"2028852","co2","23/5/2024 14:07:20","0","3568","0","5832",
"2028853","o","23/5/2024 14:07:21","21.3","3568","6985","5833",
"2028854","temp","23/5/2024 14:07:21","25.53","3568","16732","5833",
"2028855","pressure","23/5/2024 14:07:21","45.4","3568","2784","5833",
"2028856","co2","23/5/2024 14:07:21","0","3568","0","5833",
"2028857","o","23/5/2024 14:07:22","21.3","3568","6985","5834",
"2028858","temp","23/5/2024 14:07:22","25.53","3568","16732","5834",
"2028859","pressure","23/5/2024 14:07:22","45.14","3568","2768","5834",
"2028860","co2","23/5/2024 14:07:22","0","3568","0","5834",
"2028861","o","23/5/2024 14:07:23","21.3","3568","6977","5835",
"2028862","temp","23/5/2024 14:07:23","25.54","3568","16740","5835",
"2028863","pressure","23/5/2024 14:07:23","45.14","3568","2768","5835",
"2028864","co2","23/5/2024 14:07:23","0","3568","0","5835",
"2028865","o","23/5/2024 14:07:24","21.3","3568","6985","5836",
"2028866","temp","23/5/2024 14:07:24","25.54","3568","16740","5836",
"2028867","pressure","23/5/2024 14:07:24","45.4","3568","2784","5836",
"2028868","co2","23/5/2024 14:07:24","0","3568","0","5836",
"2028869","o","23/5/2024 14:07:25","21.3","3568","6977","5837",
"2028870","temp","23/5/2024 14:07:25","25.53","3568","16732","5837",
"2028871","pressure","23/5/2024 14:07:25","45.4","3568","2784","5837",
"2028872","co2","23/5/2024 14:07:25","0","3568","0","5837",
"2028873","o","23/5/2024 14:07:26","21.3","3568","6985","5838",
"2028874","temp","23/5/2024 14:07:26","25.53","3568","16732","5838",
"2028875","pressure","23/5/2024 14:07:26","45.4","3568","2784","5838",
"2028876","co2","23/5/2024 14:07:26","0","3568","0","5838",
"2028877","o","23/5/2024 14:07:27","21.3","3568","6985","5839",
"2028878","temp","23/5/2024 14:07:27","25.5","3568","16708","5839",
"2028879","pressure","23/5/2024 14:07:27","45.4","3568","2784","5839",
"2028880","co2","23/5/2024 14:07:27","0","3568","0","5839",
"2028881","o","23/5/2024 14:07:28","21.3","3568","6985","5840",
"2028882","temp","23/5/2024 14:07:28","25.54","3568","16740","5840",
"2028883","pressure","23/5/2024 14:07:28","45.4","3568","2784","5840",
"2028884","co2","23/5/2024 14:07:28","0","3568","0","5840",
"2028885","o","23/5/2024 14:07:29","21.3","3568","6985","5841",
"2028886","temp","23/5/2024 14:07:29","25.53","3568","16732","5841",
"2028887","pressure","23/5/2024 14:07:29","45.4","3568","2784","5841",
"2028888","co2","23/5/2024 14:07:29","0","3568","0","5841",
"2028889","o","23/5/2024 14:07:30","21.3","3568","6985","5842",
"2028890","temp","23/5/2024 14:07:30","25.5","3568","16708","5842",
"2028891","pressure","23/5/2024 14:07:30","45.4","3568","2784","5842",
"2028892","co2","23/5/2024 14:07:30","0","3568","0","5842",
"2028893","o","23/5/2024 14:07:31","21.3","3568","6977","5843",
"2028894","temp","23/5/2024 14:07:31","25.54","3568","16740","5843",
"2028895","pressure","23/5/2024 14:07:31","45.14","3568","2768","5843",
"2028896","co2","23/5/2024 14:07:31","0","3568","0","5843",
"2028897","o","23/5/2024 14:07:32","21.3","3568","6985","5844",
"2028898","temp","23/5/2024 14:07:32","25.53","3568","16732","5844",
"2028899","pressure","23/5/2024 14:07:32","45.4","3568","2784","5844",
"2028900","co2","23/5/2024 14:07:32","0","3568","0","5844",
"2028901","o","23/5/2024 14:07:33","21.3","3568","6977","5845",
"2028902","temp","23/5/2024 14:07:33","25.53","3568","16732","5845",
"2028903","pressure","23/5/2024 14:07:33","45.67","3568","2800","5845",
"2028904","co2","23/5/2024 14:07:33","0","3568","0","5845",
"2028905","o","23/5/2024 14:07:34","21.3","3568","6985","5846",
"2028906","temp","23/5/2024 14:07:34","25.53","3568","16732","5846",
"2028907","pressure","23/5/2024 14:07:34","45.01","3568","2760","5846",
"2028908","co2","23/5/2024 14:07:34","0","3568","0","5846",
"2028909","o","23/5/2024 14:07:35","21.3","3568","6985","5847",
"2028910","temp","23/5/2024 14:07:35","25.56","3568","16748","5847",
"2028911","pressure","23/5/2024 14:07:35","45.4","3568","2784","5847",
"2028912","co2","23/5/2024 14:07:35","0","3568","0","5847",
"2028913","o","23/5/2024 14:07:36","21.3","3568","6985","5848",
"2028914","temp","23/5/2024 14:07:36","25.56","3568","16748","5848",
"2028915","pressure","23/5/2024 14:07:36","45.14","3568","2768","5848",
"2028916","co2","23/5/2024 14:07:36","0","3568","0","5848",
"2028917","o","23/5/2024 14:07:37","21.3","3568","6985","5849",
"2028918","temp","23/5/2024 14:07:37","25.54","3568","16740","5849",
"2028919","pressure","23/5/2024 14:07:37","45.4","3568","2784","5849",
"2028920","co2","23/5/2024 14:07:37","0","3568","0","5849",
"2028921","o","23/5/2024 14:07:38","21.3","3568","6985","5850",
"2028922","temp","23/5/2024 14:07:38","25.53","3568","16732","5850",
"2028923","pressure","23/5/2024 14:07:38","45.4","3568","2784","5850",
"2028924","co2","23/5/2024 14:07:38","0","3568","0","5850",
"2028925","o","23/5/2024 14:07:39","21.3","3568","6985","5851",
"2028926","temp","23/5/2024 14:07:39","25.5","3568","16708","5851",
"2028927","pressure","23/5/2024 14:07:39","45.14","3568","2768","5851",
"2028928","co2","23/5/2024 14:07:39","0","3568","0","5851",
"2028929","o","23/5/2024 14:07:40","21.3","3568","6985","5852",
"2028930","temp","23/5/2024 14:07:40","25.53","3568","16732","5852",
"2028931","pressure","23/5/2024 14:07:40","45.14","3568","2768","5852",
"2028932","co2","23/5/2024 14:07:40","0","3568","0","5852",
"2028933","o","23/5/2024 14:07:41","21.3","3568","6985","5853",
"2028934","temp","23/5/2024 14:07:41","25.54","3568","16740","5853",
"2028935","pressure","23/5/2024 14:07:41","45.4","3568","2784","5853",
"2028936","co2","23/5/2024 14:07:41","0","3568","0","5853",
"2028937","o","23/5/2024 14:07:42","21.3","3568","6985","5854",
"2028938","temp","23/5/2024 14:07:42","25.5","3568","16708","5854",
"2028939","pressure","23/5/2024 14:07:42","45.01","3568","2760","5854",
"2028940","co2","23/5/2024 14:07:42","0","3568","0","5854",
"2028941","o","23/5/2024 14:07:43","21.3","3568","6985","5855",
"2028942","temp","23/5/2024 14:07:43","25.54","3568","16740","5855",
"2028943","pressure","23/5/2024 14:07:43","45.4","3568","2784","5855",
"2028944","co2","23/5/2024 14:07:43","0","3568","0","5855",
"2028945","o","23/5/2024 14:07:44","21.3","3568","6985","5856",
"2028946","temp","23/5/2024 14:07:44","25.53","3568","16732","5856",
"2028947","pressure","23/5/2024 14:07:44","45.4","3568","2784","5856",
"2028948","co2","23/5/2024 14:07:44","0","3568","0","5856",
"2028949","o","23/5/2024 14:07:45","21.3","3568","6985","5857",
"2028950","temp","23/5/2024 14:07:45","25.54","3568","16740","5857",
"2028951","pressure","23/5/2024 14:07:45","45.14","3568","2768","5857",
"2028952","co2","23/5/2024 14:07:45","0","3568","0","5857",
"2028953","o","23/5/2024 14:07:46","21.3","3568","6985","5858",
"2028954","temp","23/5/2024 14:07:46","25.54","3568","16740","5858",
"2028955","pressure","23/5/2024 14:07:46","45.4","3568","2784","5858",
"2028956","co2","23/5/2024 14:07:46","0","3568","0","5858",
"2028957","o","23/5/2024 14:07:47","21.3","3568","6977","5859",
"2028958","temp","23/5/2024 14:07:47","25.53","3568","16732","5859",
"2028959","pressure","23/5/2024 14:07:47","45.4","3568","2784","5859",
"2028960","co2","23/5/2024 14:07:47","0","3568","0","5859",
"2028961","o","23/5/2024 14:07:48","21.3","3568","6985","5860",
"2028962","temp","23/5/2024 14:07:48","25.53","3568","16732","5860",
"2028963","pressure","23/5/2024 14:07:48","45.14","3568","2768","5860",
"2028964","co2","23/5/2024 14:07:48","0","3568","0","5860",
"2028965","o","23/5/2024 14:07:49","21.3","3568","6985","5861",
"2028966","temp","23/5/2024 14:07:49","25.5","3568","16708","5861",
"2028967","pressure","23/5/2024 14:07:49","45.14","3568","2768","5861",
"2028968","co2","23/5/2024 14:07:49","0","3568","0","5861",
"2028969","o","23/5/2024 14:07:50","21.3","3568","6977","5862",
"2028970","temp","23/5/2024 14:07:50","25.56","3568","16748","5862",
"2028971","pressure","23/5/2024 14:07:50","45.4","3568","2784","5862",
"2028972","co2","23/5/2024 14:07:50","0","3568","0","5862",
"2028973","o","23/5/2024 14:07:51","21.3","3568","6985","5863",
"2028974","temp","23/5/2024 14:07:51","25.58","3568","16764","5863",
"2028975","pressure","23/5/2024 14:07:51","45.14","3568","2768","5863",
"2028976","co2","23/5/2024 14:07:51","0","3568","0","5863",
"2028977","o","23/5/2024 14:07:52","21.3","3568","6977","5864",
"2028978","temp","23/5/2024 14:07:52","25.58","3568","16764","5864",
"2028979","pressure","23/5/2024 14:07:52","45.14","3568","2768","5864",
"2028980","co2","23/5/2024 14:07:52","0","3568","0","5864",
"2028981","o","23/5/2024 14:07:53","21.3","3568","6977","5865",
"2028982","temp","23/5/2024 14:07:53","25.53","3568","16732","5865",
"2028983","pressure","23/5/2024 14:07:53","45.4","3568","2784","5865",
"2028984","co2","23/5/2024 14:07:53","0","3568","0","5865",
"2028985","o","23/5/2024 14:07:54","21.3","3568","6977","5866",
